,Name,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Price
2983,Maruti Swift Dzire,2008,78000,Diesel,Second,229999
2984,Tata Indigo eCS,2016,78000,Diesel,First,229999
2985,Maruti Swift LDI,2016,52000,Diesel,First,595000
2986,Maruti Celerio VXI,2016,30000,Petrol,First,349000
2987,BMW 5 Series,2016,19254,Diesel,First,4770000
2988,Volkswagen Polo 1.2,2015,29651,Petrol,First,643000
2989,Tata Safari DICOR,2011,80000,Diesel,First,450000
2990,Mini Cooper S,2018,2971,Petrol,First,3975000
2991,Ford Figo Petrol,2015,21400,Petrol,First,400000
2992,Honda City i,2015,77000,Diesel,First,698000
2993,Hyundai Tucson CRDi,2006,80000,Diesel,Second,175000
2994,Skoda Laura Ambiente,2013,81755,Diesel,First,475000
2995,Toyota Fortuner 3.0,2016,99593,Diesel,First,2350000
2996,Hyundai Verna 1.6,2014,39791,Diesel,First,749000
2997,Mahindra XUV500 W6,2015,113000,Diesel,First,1085000
2998,Renault KWID RXT,2017,24000,Petrol,First,350000
2999,Hyundai i20 Asta,2015,39000,Petrol,Second,630000
3000,Honda City V,2012,37000,Petrol,First,675000
3001,Ford Endeavour 3.2,2017,61108,Diesel,First,2888000
3002,Skoda Superb Elegance,2016,61648,Petrol,First,1423000
3003,BMW 3 Series,2012,37000,Diesel,Third,1500000
3004,Maruti Ertiga VXI,2013,53000,CNG,First,580000
3005,Maruti Ritz LDi,2013,65000,Diesel,First,375000
3006,Hyundai Santro Xing,2005,120000,Petrol,First,114999
3007,Toyota Fortuner 3.0,2011,148009,Diesel,Second,1275000
3008,Maruti Swift Lxi,2009,53001,Petrol,First,195000
3009,Tata Tigor 1.2,2018,22345,Petrol,First,495000
3010,Honda City i,2015,50000,Petrol,First,825000
3011,BMW 3 Series,2013,48183,Diesel,First,2099000
3012,Mercedes-Benz E-Class 2009-2013,2010,93000,Diesel,Second,1750000
3013,Maruti Swift VDI,2015,53500,Diesel,First,536000
3014,Maruti Ertiga VXI,2014,17585,Petrol,First,635000
3015,Hyundai Verna 1.6,2011,36226,Petrol,First,295000
3016,Land Rover Discovery,2019,25899,Diesel,First,5570000
3017,Hyundai Santro Xing,2009,60170,Petrol,First,114999
3018,Mercedes-Benz New C-Class,2017,11200,Diesel,First,3750000
3019,Hyundai i10 Magna,2017,49045,Petrol,First,407000
3020,Volkswagen Polo Diesel,2012,45000,Diesel,First,299000
3021,Maruti Vitara Brezza,2017,40000,Diesel,First,790000
3022,Renault Duster 85PS,2016,36600,Diesel,First,749000
3023,Tata Indica Vista,2009,117000,Diesel,First,110000
3024,Mercedes-Benz GL-Class 350,2016,16000,Diesel,First,5600000
3025,Hyundai Xcent 1.2,2016,50000,Diesel,First,350000
3026,Hyundai Verna CRDi,2008,150000,Diesel,First,300000
3027,Hyundai Verna 1.6,2014,11000,Petrol,First,610000
3028,Ford Figo Petrol,2010,102016,Petrol,First,225000
3029,Maruti Swift VDI,2016,38000,Diesel,First,595000
3030,Renault Pulse RxL,2013,71491,Diesel,First,495000
3031,Volkswagen Polo 1.2,2015,46354,Petrol,Second,549000
3032,BMW 3 Series,2019,87000,Diesel,First,667000
3033,Skoda Rapid 1.6,2015,20765,Petrol,First,625000
3034,Hyundai Santro GS,2005,58000,Petrol,Second,151000
3035,Audi Q7 3.0,2014,51076,Diesel,First,3488000
3036,Maruti Ciaz VDi,2016,84085,Diesel,First,690000
3037,Honda City i,2014,55000,Diesel,First,599000
3038,Mercedes-Benz E-Class 2009-2013,2010,73000,Petrol,First,1040000
3039,Audi A6 2011-2015,2012,50001,Diesel,First,2900000
3040,Mahindra Xylo H4,2016,93166,Diesel,Second,585000
3041,Honda City 1.5,2006,99583,Petrol,Third,221000
3042,Maruti SX4 ZXI,2010,72000,Petrol,First,240000
3043,Toyota Corolla Altis,2009,70000,Petrol,Third,300000
3044,Volkswagen Vento Petrol,2012,61000,Petrol,Second,375000
3045,Hyundai EON Era,2015,66510,Petrol,First,295000
3046,Skoda Laura Ambition,2011,84062,Diesel,First,580000
3047,Maruti Swift VDI,2012,80799,Diesel,First,490000
3048,Toyota Corolla Altis,2018,5000,Petrol,First,1695000
3049,Toyota Innova 2.5,2013,92000,Diesel,First,1250000
3050,Tata Tiago Wizz,2017,53000,Diesel,First,500000
3051,Skoda Rapid 1.6,2015,39822,Petrol,First,468000
3052,Ford Endeavour 3.2,2016,29000,Diesel,First,2980000
3053,Renault KWID RXL,2017,24214,Petrol,Second,346000
3054,Hyundai i20 1.4,2012,75000,Diesel,First,400000
3055,Skoda Laura Ambiente,2012,77216,Diesel,Second,450000
3056,Toyota Corolla Altis,2013,74290,Diesel,First,587000
3057,Mahindra Scorpio S8,2015,61000,Diesel,First,950000
3058,Audi Q5 2.0,2013,44000,Diesel,First,3250000
3059,Chevrolet Enjoy TCDi,2014,74041,Diesel,First,388000
3060,BMW 3 Series,2013,85846,Diesel,First,1308000
3061,Nissan Sunny 2011-2014,2012,52000,Diesel,First,350000
3062,Honda Accord 2.4,2010,47000,Petrol,Second,350000
3063,Hyundai Verna CRDi,2010,72010,Diesel,First,445000
3064,Maruti Omni E,2015,15000,Petrol,First,235000
3065,Honda City i,2015,480000,Petrol,First,500000
3066,Audi A7 2011-2015,2012,24720,Diesel,Second,2800000
3067,Ford Fiesta 1.4,2007,75000,Petrol,Second,200000
3068,Hyundai i20 1.4,2015,57000,Diesel,First,635000
3069,Mercedes-Benz E-Class E250,2015,41057,Diesel,First,2463000
3070,Maruti Wagon R,2012,92000,CNG,Second,300000
3071,Ford EcoSport 1.5,2016,20000,Diesel,First,790000
3072,Hyundai i20 1.2,2011,52359,Petrol,First,325000
3073,Honda City i,2016,17000,Petrol,Second,825000
3074,Nissan Micra Diesel,2011,39002,Diesel,First,285000
3075,Ford Figo Diesel,2010,129986,Diesel,Second,320000
3076,Nissan Micra XL,2013,45000,Petrol,First,175000
3077,Maruti Swift VDI,2013,41300,Diesel,First,338000
3078,Honda Accord 2.4,2009,82002,Petrol,Second,575000
3079,Skoda Superb Elegance,2010,67000,Petrol,First,470000
3080,Maruti Omni 8,2017,21260,Petrol,First,290000
3081,Hyundai i20 Magna,2012,55362,Diesel,First,425000
3082,Hyundai Creta 1.6,2017,13000,Diesel,First,1450000
3083,Maruti Swift VDI,2016,45725,Diesel,First,534000
3084,Maruti Swift LDI,2014,105000,Diesel,First,385000
3085,Toyota Innova 2.5,2009,156056,Diesel,First,850000
3086,Hyundai Xcent 1.1,2016,135000,Diesel,First,420000
3087,Maruti Ertiga Paseo,2016,67000,Diesel,First,675000
3088,Ford Endeavour 3.2,2016,90000,Diesel,First,2600000
3089,Hyundai i20 1.4,2019,32251,Diesel,First,861000
3090,Maruti Zen Estilo,2009,47000,Petrol,First,146000
3091,Maruti Ritz VDi,2011,75308,Diesel,Second,280000
3092,Maruti Alto K10,2018,44202,CNG,First,400000
3093,Honda City 1.5,2014,58000,Petrol,First,547000
3094,Maruti Swift Dzire,2009,60000,Petrol,First,245000
3095,BMW X1 sDrive,2014,45000,Diesel,First,2150000
3096,Tata Manza Aqua,2010,41195,Petrol,First,138000
3097,Mahindra XUV500 W10,2016,89000,Diesel,First,1350000
3098,Hyundai i10 Sportz,2009,60510,Petrol,Second,310000
3099,Maruti Baleno Sigma,2016,8500,Petrol,First,549000
3100,Maruti Vitara Brezza,2017,35981,Diesel,First,951000
3101,Ford Figo Petrol,2012,23152,Petrol,First,239000
3102,Maruti Wagon R,2014,74663,CNG,First,325000
3103,Volkswagen Vento Sport,2014,61529,Petrol,First,565000
3104,Mahindra Xylo D2,2010,91596,Diesel,First,185000
3105,Porsche Cayenne Base,2019,14298,Petrol,First,202000
3106,Maruti Swift Dzire,2013,83327,Diesel,First,580000
3107,Volkswagen Polo 1.2,2017,22857,Petrol,First,690000
3108,Hyundai Verna 1.6,2013,34620,Petrol,Second,535000
3109,Hyundai i10 Era,2010,56000,Petrol,First,285000
3110,Mercedes-Benz E-Class E250,2014,81000,Diesel,First,2275000
3111,Maruti Zen LXI,1998,95150,Petrol,Third,45000
3112,Hyundai i10 Sportz,2013,32776,Petrol,First,463999
3113,Honda Amaze S,2016,51587,Diesel,First,527000
3114,Tata Safari Storme,2016,36000,Diesel,First,1000000
3115,Honda Brio 1.2,2015,22000,Petrol,First,395000
3116,Hyundai i20 Asta,2010,30754,Petrol,First,338000
3117,Volkswagen Jetta 2012-2014,2018,37109,Petrol,First,1680000
3118,Honda Jazz Select,2010,45000,Petrol,First,199000
3119,Hyundai Grand i10,2017,33284,Petrol,First,584000
3120,Jaguar XF Diesel,2016,55115,Diesel,First,3615000
3121,Jaguar XF 2.2,2014,18000,Diesel,First,2570000
3122,Mahindra XUV500 W8,2013,130790,Diesel,First,924000
3123,Maruti S Cross,2015,16607,Diesel,First,765000
3124,Audi A4 2.0,2015,32205,Diesel,First,2531000
3125,Renault Duster 110PS,2013,67000,Diesel,First,475000
3126,Maruti Swift Dzire,2014,57676,Petrol,First,669000
3127,Volkswagen Polo Petrol,2012,41000,Petrol,First,310000
3128,Maruti Omni 8,2012,65000,Petrol,First,155000
3129,Hyundai Grand i10,2019,12153,Petrol,First,684000
3130,Tata Nano Twist,2014,16810,Petrol,First,160000
3131,Audi A4 30,2017,61221,Petrol,First,2173000
3132,Volkswagen Polo 1.2,2015,22000,Petrol,First,475000
3133,Maruti Alto 800,2015,63714,Petrol,First,245000
3134,Mini Cooper 5,2019,14857,Diesel,First,3155000
3135,Audi A4 New,2012,69000,Diesel,Second,1025000
3136,Ford Endeavour Titanium,2019,14648,Diesel,First,2736000
3137,Ford Ecosport 1.5,2013,100000,Petrol,Second,650000
3138,Hyundai Grand i10,2016,22000,Petrol,First,425000
3139,Chevrolet Sail 1.2,2014,10000,Petrol,First,550000
3140,Maruti Swift Dzire,2015,107000,Petrol,First,400000
3141,Tata Zest Revotron,2017,48198,Petrol,First,465000
3142,Mercedes-Benz New C-Class,2015,15000,Diesel,First,2850000
3143,Chevrolet Cruze LTZ,2014,80073,Diesel,First,711000
3144,Maruti Ritz VDi,2013,85388,Diesel,First,390000
3145,Hyundai Grand i10,2017,14700,Petrol,First,560000
3146,Maruti Dzire LDI,2012,150000,Diesel,Third,225000
3147,Hyundai Verna 1.6,2011,34994,Diesel,First,390000
3148,Jaguar XF Diesel,2014,82536,Diesel,First,2863000
3149,Skoda Superb Elegance,2013,82000,Petrol,First,725000
3150,Maruti Wagon R,2006,52000,Petrol,Second,200000
3151,Volkswagen Polo Petrol,2011,20000,Petrol,First,350000
3152,Honda Civic 2010-2013,2011,55000,Petrol,First,500000
3153,Maruti Eeco CNG,2015,47001,CNG,First,372000
3154,Maruti Wagon R,2014,52000,Petrol,First,345000
3155,Maruti Swift Dzire,2013,43284,Diesel,First,450000
3156,Hyundai Creta 1.6,2018,23875,Petrol,First,1436000
3157,Hyundai Grand i10,2016,51866,Petrol,First,550000
3158,Nissan Micra Diesel,2013,69000,Diesel,First,300000
3159,Hyundai Grand i10,2017,62788,Petrol,First,608000
3160,Volkswagen Vento Diesel,2013,150000,Diesel,First,500000
3161,Toyota Fortuner 4x2,2015,47566,Diesel,First,2025000
3162,Hyundai Santro GS,2002,67000,Petrol,Third,120000
3163,Toyota Innova Crysta,2018,20300,Diesel,First,1800000
3164,Mercedes-Benz A Class,2015,48300,Diesel,First,1750000
3165,Hyundai EON D,2013,30000,Petrol,First,210000
3166,Hyundai Elantra CRDi,2012,36000,Diesel,Second,750000
3167,Mini Cooper 3,2015,27641,Diesel,Second,2477000
3168,Renault Duster 110PS,2015,60000,Diesel,First,865000
3169,Ford Endeavour 3.2,2019,9000,Diesel,First,3550000
3170,Toyota Corolla Altis,2014,60750,Petrol,First,1050000
3171,Mahindra XUV500 W7,2018,9000,Diesel,First,1300000
3172,BMW 7 Series,2012,41100,Diesel,First,2650000
3173,Maruti Wagon R,2004,60000,Petrol,Second,140000
3174,Honda City i,2017,38424,Petrol,First,751000
3175,Maruti Swift VDI,2014,50000,Diesel,First,430000
3176,Honda City i-VTEC,2015,19000,Petrol,First,894999
3177,Maruti Ertiga VDI,2015,58734,Diesel,First,691000
3178,Renault Duster 110PS,2016,65257,Diesel,First,975000
3179,Maruti Swift Dzire,2010,130000,Diesel,Second,400000
3180,Maruti Ritz VDi,2011,79000,Diesel,First,365000
3181,Mahindra XUV500 W8,2013,78000,Diesel,First,1075000
3182,Honda Brio S,2015,49133,Petrol,First,451000
3183,Mercedes-Benz M-Class ML,2016,22769,Diesel,First,4922000
3184,Tata Manza Club,2014,54448,Diesel,First,370000
3185,Toyota Innova 2.5,2014,158793,Diesel,First,1299000
3186,Maruti Swift VXI,2015,62088,Petrol,First,415000
3187,Hyundai Verna 1.6,2012,14800,Petrol,First,440000
3188,Honda Mobilio S,2015,26000,Petrol,First,425000
3189,Honda Amaze S,2017,32005,Petrol,First,425000
3190,Honda City i-VTEC,2017,35000,Petrol,First,770000
3191,Land Rover Range,2015,52000,Diesel,First,3975000
3192,Honda City i-VTEC,2017,11000,Petrol,First,850000
3193,Mercedes-Benz E-Class 280,2008,62000,Petrol,First,700000
3194,Ford Ikon 1.3,2002,65134,Petrol,Third,80000
3195,Toyota Fortuner 4x2,2013,71000,Diesel,First,1525000
3196,Maruti A-Star Vxi,2008,51366,Petrol,First,225000
3197,Tata Sumo EX,2016,46300,Diesel,First,484999
3198,Honda City V,2012,60908,Petrol,Second,642000
3199,Nissan Micra XV,2012,93450,Diesel,Second,250000
3200,Hyundai Verna SX,2011,104000,Diesel,First,575000
3201,Maruti 800 Std,2003,52000,Petrol,First,50000
3202,Mahindra XUV500 W8,2015,42999,Diesel,First,1152000
3203,Maruti SX4 VDI,2014,90000,Diesel,First,450000
3204,Hyundai i20 Sportz,2013,72000,Petrol,First,475000
3205,Hyundai Creta 1.6,2019,54321,Diesel,First,1354000
3206,Mercedes-Benz E-Class E250,2015,59630,Diesel,First,2341000
3207,Toyota Fortuner 4x2,2013,116000,Diesel,Second,1925000
3208,Volvo S60 D4,2015,34000,Diesel,First,2000000
3209,Mercedes-Benz E-Class 2009-2013,2011,70000,Diesel,First,1300000
3210,Honda Accord 2.4,2010,80000,Petrol,First,399000
3211,Honda Amaze S,2015,110000,Diesel,First,465000
3212,Maruti Dzire ZDI,2013,56454,Diesel,First,465000
3213,Maruti Swift LXI,2013,60000,Petrol,First,315000
3214,Toyota Corolla Altis,2013,56000,Petrol,First,825000
3215,Maruti Swift VDI,2012,63000,Diesel,First,450000
3216,Jeep Compass 2.0,2017,15050,Diesel,First,1750000
3217,Maruti Swift VXI,2016,29401,Petrol,First,430999
3218,Honda Jazz 1.2,2016,25238,Petrol,First,620000
3219,Toyota Etios GD,2011,79000,Diesel,First,467000
3220,Volkswagen Polo Petrol,2011,58752,Petrol,First,332000
3221,Honda Civic 2006-2010,2011,62000,Petrol,First,375000
3222,Toyota Etios G,2013,132000,Petrol,First,470000
3223,Hyundai Verna 1.6,2016,51000,Petrol,First,650000
3224,Toyota Innova 2.5,2009,185200,Diesel,First,725000
3225,Maruti SX4 S,2016,61717,Diesel,First,894000
3226,Ford Freestyle Titanium,2018,8896,Petrol,First,734000
3227,Maruti Baleno Alpha,2016,17000,Petrol,First,690000
3228,Honda Jazz V,2016,31378,Petrol,First,590000
3229,Hyundai Verna 1.6,2013,114000,Diesel,First,675000
3230,Honda Amaze VX,2014,81000,Diesel,First,409999
3231,Audi Q3 30,2017,31000,Diesel,First,2700000
3232,Skoda Rapid 2013-2016,2014,35000,Petrol,First,450000
3233,Audi A4 2.0,2013,60001,Diesel,First,1450000
3234,Maruti Swift Dzire,2014,75074,Diesel,First,525000
3235,Tata Indica Vista,2012,80000,Diesel,Second,120000
3236,Toyota Innova 2.5,2006,147350,Diesel,Second,495000
3237,Renault Duster 110PS,2013,60000,Diesel,First,750000
3238,Mercedes-Benz E-Class E400,2015,7501,Petrol,First,4800000
3239,Honda Amaze S,2015,58000,Diesel,First,445000
3240,Mercedes-Benz GLE 350d,2018,29277,Diesel,First,5965000
3241,Maruti Ritz VDi,2015,57034,Diesel,First,438000
3242,Maruti Ciaz ZDi,2016,40810,Diesel,First,790000
3243,Hyundai Santro Xing,2008,35268,Petrol,Second,188000
3244,BMW 5 Series,2008,81000,Diesel,Second,1050000
3245,Maruti Baleno Delta,2018,34630,Petrol,First,729000
3246,Ford Fiesta Diesel,2012,45122,Diesel,First,600000
3247,Mahindra XUV500 W8,2011,126000,Diesel,Third,670000
3248,Maruti Alto LXi,2009,63000,Petrol,First,150000
3249,Mini Cooper 3,2016,32298,Diesel,First,2380000
3250,Mahindra XUV500 W8,2014,63288,Diesel,First,777000
3251,Hyundai Santro Xing,2012,43337,Petrol,First,332000
3252,Maruti Swift VDI,2015,46561,Diesel,First,494000
3253,Mercedes-Benz A Class,2013,34000,Diesel,Second,1100000
3254,Renault KWID RXT,2016,48000,Petrol,First,340000
3255,Maruti Swift VDI,2013,56263,Diesel,First,417000
3256,Maruti Zen LXI,2005,84060,Petrol,Second,125000
3257,Hyundai Grand i10,2016,9000,Petrol,First,545000
3258,Tata Manza Aura,2012,79000,Diesel,First,259000
3259,Mahindra XUV500 W10,2015,87900,Diesel,First,1201000
3260,Maruti Swift Dzire,2010,72425,Petrol,Second,245000
3261,Audi Q3 35,2015,38000,Diesel,First,2900000
3262,Ford Fiesta 1.4,2008,83000,Diesel,Second,240000
3263,Mercedes-Benz New C-Class,2010,107000,Diesel,First,1199000
3264,Honda City i,2015,51000,Petrol,First,790000
3265,Toyota Innova 2.5,2010,140000,Diesel,Third,625000
3266,Chevrolet Beat LT,2011,48000,Petrol,Second,180000
3267,Maruti Wagon R,2013,62000,CNG,First,280000
3268,Honda Jazz 1.2,2015,31000,Petrol,First,490000
3269,Nissan Micra XL,2010,75055,Petrol,First,225000
3270,Maruti Ciaz AT,2017,51210,Petrol,First,889000
3271,Toyota Fortuner 4x2,2012,87000,Diesel,First,1500000
3272,Ford Aspire Ambiente,2018,17000,Diesel,First,565000
3273,Maruti Ertiga ZDI,2014,57000,Diesel,First,700000
3274,Maruti Alto 800,2016,9370,Petrol,First,295000
3275,Honda Brio V,2013,53226,Petrol,First,330000
3276,Hyundai Verna Transform,2010,120000,Diesel,Second,350000
3277,Honda City 1.5,2007,75055,Petrol,First,229999
3278,Hyundai Creta 1.6,2017,37247,Diesel,First,1369000
3279,Toyota Etios Liva,2013,64000,Diesel,First,310000
3280,Hyundai Sonata Transform,2014,12000,Petrol,First,1275000
3281,Hyundai Creta 1.6,2017,40158,Diesel,First,1375000
3282,Honda Jazz 1.2,2017,11000,Petrol,First,675000
3283,Volkswagen Vento Diesel,2014,70010,Diesel,First,525000
3284,Mahindra XUV500 W6,2015,82000,Diesel,First,875000
3285,Mahindra TUV 300,2017,57259,Diesel,First,886999
3286,Honda Accord 2001-2003,2010,84000,Petrol,Second,650000
3287,Maruti Ertiga VDI,2012,168000,Diesel,First,450000
3288,Mahindra Ssangyong Rexton,2012,73670,Diesel,First,1250000
3289,Toyota Fortuner 4x2,2014,89540,Diesel,First,1680000
3290,Maruti Ertiga ZDI,2016,85423,Diesel,First,875000
3291,Hyundai Elantra CRDi,2013,48823,Diesel,First,850000
3292,Hyundai i10 Magna,2011,35082,Petrol,First,221000
3293,Maruti Omni MPI,2012,126000,Petrol,First,160000
3294,Honda Amaze VX,2016,19000,Petrol,First,625000
3295,Honda Civic 2006-2010,2007,69000,Petrol,Second,225000
3296,Mercedes-Benz CLA 200,2019,29836,Diesel,First,2575000
3297,Skoda Superb 1.8,2010,48002,Petrol,Second,675000
3298,Maruti Ciaz ZDi,2015,52324,Diesel,First,625000
3299,Ford Ecosport 1.5,2013,65000,Diesel,First,509999
3300,Mercedes-Benz M-Class ML,2009,66000,Diesel,Second,1075000
3301,Hyundai Grand i10,2016,75700,Diesel,First,570000
3302,Volkswagen Vento Diesel,2013,43000,Diesel,First,595000
3303,Chevrolet Beat Diesel,2012,42706,Diesel,First,240000
3304,Mahindra Quanto C6,2013,35000,Diesel,First,349000
3305,Hyundai i10 Asta,2011,54348,Petrol,First,400000
3306,Toyota Etios Liva,2013,84000,Diesel,First,385000
3307,Toyota Corolla Altis,2010,63298,Petrol,First,395000
3308,Hyundai i10 Magna,2013,75049,Petrol,Second,300000
3309,Ford Figo Aspire,2018,24237,Petrol,First,670000
3310,Maruti Ritz ZXi,2016,22767,Petrol,First,614000
3311,Hyundai i20 Sportz,2012,58000,Petrol,Second,440000
3312,Maruti Swift Dzire,2017,57000,Diesel,First,425000
3313,BMW 7 Series,2010,50161,Petrol,First,2593000
3314,Maruti S Cross,2016,45000,Diesel,First,700000
3315,Toyota Fortuner 4x4,2017,68319,Diesel,First,2512000
3316,Hyundai EON 1.0,2017,30711,Petrol,First,445000
3317,Hyundai i20 1.4,2011,38277,Diesel,First,240000
3318,Volkswagen Vento Diesel,2012,115000,Diesel,Second,433000
3319,Maruti Swift Dzire,2017,46849,Petrol,First,693000
3320,Hyundai i20 Magna,2014,64000,Diesel,First,425000
3321,Mercedes-Benz E-Class 2009-2013,2010,130923,Diesel,First,1250000
3322,Hyundai Grand i10,2015,15000,Petrol,First,490000
3323,Hyundai i20 1.4,2014,32720,Diesel,First,450000
3324,Renault KWID RXT,2016,12500,Petrol,First,300000
3325,Hyundai Xcent 1.2,2015,59800,Petrol,First,580000
3326,Volkswagen Vento Petrol,2011,54211,Petrol,First,333000
3327,Chevrolet Cruze LTZ,2015,62242,Diesel,First,662000
3328,Nissan Terrano XL,2015,54000,Diesel,Second,575000
3329,Hyundai Verna 1.6,2012,65000,Diesel,First,620000
3330,Maruti Celerio VXI,2015,55000,Petrol,First,350000
3331,Maruti Wagon R,2010,71000,Petrol,First,200000
3332,Hyundai i20 Magna,2012,70000,Diesel,First,400000
3333,Audi A4 1.8,2011,53000,Petrol,First,950000
3334,BMW X1 sDrive20d,2013,43000,Diesel,First,1750000
3335,Skoda Rapid 1.6,2015,54000,Petrol,First,611000
3336,Hyundai i10 Magna,2014,51000,Petrol,First,375000
3337,Mitsubishi Pajero 2.8,2007,78000,Diesel,Second,620000
3338,Honda City i,2014,25000,Diesel,First,615000
3339,Maruti Alto K10,2012,12600,Petrol,First,240000
3340,Maruti Swift Ldi,2009,80000,Diesel,Fourth & Above,215000
3341,Hyundai Grand i10,2016,21000,Petrol,First,375000
3342,Ford Figo Petrol,2011,32000,Petrol,Second,215000
3343,Hyundai Grand i10,2015,50000,Petrol,First,475000
3344,Maruti SX4 Vxi,2010,47500,Petrol,First,245000
3345,Honda City i-VTEC,2017,7500,Petrol,First,1115000
3346,Renault Duster 110PS,2016,68163,Diesel,First,890000
3347,Honda Amaze S,2014,61000,Diesel,First,434999
3348,Toyota Innova 2.5,2015,100000,Diesel,Second,1200000
3349,BMW 3 Series,2009,61500,Diesel,Second,850000
3350,Hyundai i10 Magna,2017,42883,Petrol,First,426999
3351,Renault Duster 85PS,2012,97000,Diesel,Second,425000
3352,Mitsubishi Outlander 2.4,2010,39525,Petrol,First,925000
3353,Maruti Vitara Brezza,2017,35384,Diesel,First,861000
3354,Mercedes-Benz R-Class R350,2010,46000,Diesel,First,2800000
3355,Ford EcoSport 1.5,2018,32189,Diesel,First,925000
3356,Hyundai Verna 1.6,2016,27000,Diesel,First,860000
3357,Volkswagen Polo 1.2,2018,22734,Petrol,First,753000
3358,Renault Duster 110PS,2014,58002,Diesel,First,575000
3359,Honda Brio S,2012,31500,Petrol,First,415000
3360,Ford Figo 2015-2019,2017,30933,Petrol,First,584000
3361,Audi A6 2.0,2012,27090,Diesel,First,1650000
3362,BMW X5 2014-2019,2015,29500,Diesel,First,4300000
3363,Hyundai i10 Sportz,2013,45000,Petrol,First,355000
3364,Hyundai i20 1.2,2018,11691,Petrol,First,890000
3365,Skoda Octavia L,2006,121000,Diesel,Second,250000
3366,Hyundai Verna Transform,2010,118077,Diesel,First,385000
3367,Hyundai Verna 1.6,2012,36300,Petrol,Third,750000
3368,Hyundai Getz GVS,2005,90000,Petrol,Second,180000
3369,Ford Figo Diesel,2010,78000,Diesel,First,225000
3370,Audi A6 2011-2015,2015,42000,Diesel,First,2425000
3371,Volkswagen Polo 1.2,2015,27000,Petrol,First,434999
3372,BMW X1 sDrive20d,2012,22000,Diesel,First,1150000
3373,Honda City i,2014,49000,Petrol,First,475000
3374,Hyundai i20 Sportz,2012,42600,Diesel,First,499000
3375,Honda Jazz 1.2,2018,12794,Petrol,First,915000
3376,Maruti Swift 1.3,2006,125000,Petrol,Fourth & Above,235000
3377,Honda CR-V 2.4,2014,88046,Petrol,First,1399000
3378,Mercedes-Benz A Class,2014,8000,Diesel,Second,1975000
3379,Mahindra XUV500 AT,2018,82739,Diesel,First,1677000
3380,Mahindra Bolero SLX,2006,193000,Diesel,Third,250000
3381,Renault Scala RxL,2013,7000,Petrol,First,365000
3382,Land Rover Freelander,2012,60000,Diesel,Second,2350000
3383,Maruti Alto 800,2017,38000,Petrol,First,311000
3384,Toyota Etios G,2013,56344,Petrol,First,457000
3385,Hyundai i20 Sportz,2014,17858,Petrol,First,532000
3386,Hyundai i10 Sportz,2012,53000,Petrol,First,320000
3387,Maruti Swift VDI,2016,67906,Diesel,First,563000
3388,Hyundai EON Magna,2015,19000,Petrol,First,300000
3389,BMW 3 Series,2010,67000,Diesel,Second,925000
3390,Tata Indigo XL,2011,80000,Diesel,First,120000
3391,Maruti Alto 800,2015,61000,Petrol,First,215000
3392,Volkswagen Polo Diesel,2010,39000,Diesel,First,305000
3393,Toyota Corolla Altis,2014,59000,Petrol,First,1150000
3394,Hyundai Santro Xing,2008,80931,Petrol,First,229999
3395,Maruti Swift ZXI,2016,34000,Petrol,First,495000
3396,Renault Scala Diesel,2013,130000,Diesel,First,475000
3397,Maruti Vitara Brezza,2018,52380,Diesel,First,1015000
3398,Nissan Micra XV,2011,44000,Petrol,First,265000
3399,Ford Figo Diesel,2015,84000,Diesel,First,380000
3400,Honda CR-V 2.0,2017,41697,Petrol,First,1668000
3401,Nissan Terrano XV,2014,163000,Diesel,First,500000
3402,Toyota Etios Liva,2011,42000,Petrol,Second,375000
3403,Hyundai i20 Asta,2013,129000,Diesel,Third,411000
3404,Ford Figo Aspire,2015,32200,Petrol,Second,425000
3405,Mitsubishi Pajero 2.8,2004,129000,Diesel,First,345000
3406,Audi A4 2.0,2014,40000,Diesel,First,2250000
3407,Toyota Innova 2.0,2006,150000,Petrol,First,450000
3408,Chevrolet Aveo U-VA,2007,140000,Petrol,First,90000
3409,Hyundai Getz GLS,2006,63181,Petrol,First,185000
3410,Honda Amaze S,2013,39575,Diesel,First,325000
3411,Maruti Swift VDI,2010,63600,Diesel,Second,310000
3412,Ford Ecosport 1.5,2014,70374,Diesel,First,734000
3413,Volkswagen CrossPolo 1.5,2015,26256,Diesel,First,425000
3414,Hyundai Elite i20,2016,13460,Petrol,First,645000
3415,Toyota Innova 2.5,2011,122000,Diesel,Second,1075000
3416,Mercedes-Benz M-Class ML,2015,58589,Diesel,First,2775000
3417,Maruti Wagon R,2005,115000,Petrol,Second,99000
3418,Ford Endeavour 2.2,2016,75000,Diesel,First,2400000
3419,Hyundai Elite i20,2016,30292,Petrol,First,610000
3420,Honda WRV i-VTEC,2017,32248,Petrol,First,825000
3421,Volkswagen Polo Petrol,2013,74000,Petrol,First,465000
3422,Honda CR-V 2.0L,2014,56100,Petrol,First,975000
3423,Hyundai Grand i10,2014,61325,Petrol,First,440000
3424,Maruti Swift Dzire,2014,33000,Petrol,First,399000
3425,BMW 5 Series,2016,18090,Diesel,First,4573000
3426,Ford Ecosport 1.5,2014,71390,Diesel,First,527000
3427,Maruti Wagon R,2014,41000,CNG,First,350000
3428,Honda City i,2016,67000,Diesel,First,725000
